user_id,product_id,action,rating,timestamp
3843,B09YV4RG4D,purchase,3.7,2024-04-21
3878,B00TDD0YM4,click,,2024-01-06
68,B07GQD4K6L,add_to_cart,,2024-01-09
3076,B08VJFYH6N,view,,2024-06-10
3895,B0746N6WML,purchase,4.3,2024-06-24
1087,B07J2BQZD6,purchase,3.2,2024-05-21
408,B09F3PDDRF,view,,2024-03-12
969,B01NCVJMKX,add_to_cart,,2024-01-12
3991,B098NS6PVG,add_to_cart,,2024-06-07
4217,B094JNXNPV,view,,2024-02-19
2342,B07XJWTYM2,view,,2024-05-15
1851,B094JB13XL,click,,2024-06-14
1169,B07VSG5SXZ,add_to_cart,,2024-06-02
1642,B07PLHTTB4,click,,2024-06-12
1874,B09474JWN6,view,,2024-04-13
1191,B083GKDRKR,purchase,4.4,2024-01-14
39,B07CD2BN46,view,,2024-06-01
237,B07FXLC2G2,view,,2024-05-01
3336,B08H673XKN,click,,2024-06-09
2539,B009P2LITG,purchase,3.5,2024-02-16
1029,B09GP6FBZT,view,,2024-06-20
1639,B082T6GVLJ,purchase,4.8,2024-06-05
3064,B08CZHGHKH,view,,2024-01-02
1931,B08SJVD8QD,add_to_cart,,2024-03-07
2918,B018SJJ0GE,click,,2024-03-29
457,B0765B3TH7,purchase,4.1,2024-02-22
463,B08CRRQK6Z,view,,2024-06-15
1789,B09QGZFBPM,view,,2024-02-04
4850,B09ZHCJDP1,click,,2024-04-22
1987,B08PPHFXG3,click,,2024-04-20
2686,B07CD2BN46,view,,2024-03-14
2507,B09W5XR9RT,add_to_cart,,2024-04-10
1517,B09W9V2PXG,add_to_cart,,2024-06-22
1583,B09MKP344P,click,,2024-05-31
2744,B08WWKM5HQ,view,,2024-05-12
361,B09TWH8YHM,click,,2024-05-31
854,B08CFCK6CW,add_to_cart,,2024-02-17
177,B0BDYVC5TD,add_to_cart,,2024-02-11
584,B08TZD7FQN,click,,2024-03-11
57,B00GG59HU2,view,,2024-04-16
1144,B0B9LDCX89,add_to_cart,,2024-04-23
4690,B00NH11PEY,view,,2024-01-16
4418,B09MT84WV5,add_to_cart,,2024-04-01
2687,B09NFSHCWN,view,,2024-04-18
788,B075DB1F13,view,,2024-01-13
4344,B00V9NHDI4,click,,2024-04-02
168,B07M69276N,view,,2024-04-24
3490,B07NRTCDS5,view,,2024-01-09
4780,B09XX51X2G,click,,2024-04-28
1293,B09GBBJV72,purchase,4.1,2024-05-19
16,B08B42LWKN,add_to_cart,,2024-05-10
2970,B083342NKJ,add_to_cart,,2024-05-24
2366,B09F6D21BY,view,,2024-05-15
4698,B09ZQK9X8G,view,,2024-04-06
1510,B0B3RSDSZ3,add_to_cart,,2024-01-29
1951,B083RCTXLL,purchase,4.1,2024-06-04
1191,B07Z3K96FR,view,,2024-03-31
4675,B09Z7YGV3R,view,,2024-06-06
1279,B0752LL57V,click,,2024-02-04
1067,B077Z65HSD,view,,2024-02-15
4487,B09KPXTZXN,click,,2024-04-02
3754,B0B3CPQ5PF,purchase,4.8,2024-06-12
3737,B01MF8MB65,click,,2024-02-26
1095,B09BCNQ9R2,click,,2024-04-08
4519,B00NH11KIK,view,,2024-04-07
596,B01DGVKBC6,view,,2024-02-28
3332,B07H3WDC4X,click,,2024-04-14
2762,B09NNZ1GF7,click,,2024-02-21
2636,B07VV37FT4,add_to_cart,,2024-05-11
3755,B071113J7M,click,,2024-06-06
635,B0BBMPH39N,click,,2024-02-21
140,B0B3CPQ5PF,view,,2024-06-22
1896,B08DPLCM6T,purchase,4.1,2024-02-07
589,B07P434WJY,view,,2024-01-12
291,B08TDJNM3G,click,,2024-05-26
1337,B0188KPKB2,add_to_cart,,2024-04-19
3392,B08Y7MXFMK,view,,2024-05-14
3920,B09XJ5LD6L,view,,2024-03-11
4510,B0B97D658R,click,,2024-01-09
3110,B004IO5BMQ,add_to_cart,,2024-06-22
381,B07KCMR8D6,add_to_cart,,2024-05-19
77,B08MVXPTDG,purchase,4.0,2024-06-26
4884,B0BMM7R92G,view,,2024-03-17
4812,B09Z28BQZT,click,,2024-05-03
4882,B08W9BK4MD,add_to_cart,,2024-06-21
1971,B0B4DT8MKT,view,,2024-01-18
759,B07P681N66,view,,2024-04-24
3888,B092R48XXB,purchase,3.4,2024-05-19
416,B08ZXZ362Z,click,,2024-03-17
4480,B091JF2TFD,view,,2024-04-04
1584,B07KSB1MLX,view,,2024-04-20
3245,B09NHVCHS9,click,,2024-01-27
3110,B09DSXK8JX,view,,2024-06-26
223,B07GQD4K6L,click,,2024-04-11
1676,B0B2CWRDB1,add_to_cart,,2024-05-19
3738,B083RC4WFJ,view,,2024-01-19
1169,B01GGKYKQM,click,,2024-04-18
115,B0B9RN5X8B,click,,2024-05-20
4870,B07KSMBL2H,click,,2024-01-07
2975,B0BCZCQTJX,view,,2024-02-04
3048,B07GXPDLYQ,view,,2024-03-16
920,B0B54Y2SNX,view,,2024-05-28
670,B07RY2X9MP,add_to_cart,,2024-06-09
3554,B09W5XR9RT,view,,2024-05-17
3679,B09BL2KHQW,purchase,4.1,2024-03-25
4576,B00O2R38C4,add_to_cart,,2024-02-19
2742,B00EDJJ7FS,view,,2024-02-14
3181,B072NCN9M4,view,,2024-04-30
264,B0BNDD9TN6,click,,2024-03-19
2462,B07BKSSDR2,view,,2024-06-29
901,B09T2S8X9C,purchase,4.7,2024-06-21
716,B09ZVJXN5L,click,,2024-01-03
25,B082LZGK39,click,,2024-04-22
399,B07YSJ7FF1,click,,2024-05-10
3127,B085HY1DGR,click,,2024-05-02
1052,B07TXCY3YK,view,,2024-05-19
4225,B06Y36JKC3,view,,2024-05-28
4338,B0BLV1GNLN,view,,2024-04-17
636,B081RLM75M,view,,2024-01-14
3708,B0B16KD737,purchase,4.2,2024-05-05
530,B08ZXZ362Z,click,,2024-04-11
1498,B00R1P3B4O,view,,2024-04-06
4056,B08LHTJTBB,add_to_cart,,2024-04-12
1806,B08Y7MXFMK,view,,2024-04-25
1638,B0BJ6P3LSK,add_to_cart,,2024-03-26
2080,B07CWDX49D,add_to_cart,,2024-03-12
251,B075JJ5NQC,click,,2024-04-02
816,B08V9C4B1J,click,,2024-03-27
3406,B07N8RQ6W7,purchase,3.5,2024-05-16
4225,B071SDRGWL,view,,2024-04-04
3027,B08CDKQ8T6,view,,2024-01-20
1944,B084N1BM9L,click,,2024-02-11
489,B09XB7DPW1,view,,2024-06-01
4263,B0BMZ6SY89,click,,2024-05-31
3341,B08WRBG3XW,view,,2024-05-06
2694,B094QZLJQ6,click,,2024-03-15
3180,B07QCWY5XV,click,,2024-02-20
2489,B07JNVF678,view,,2024-02-16
1093,B0BNVBJW2S,view,,2024-01-22
4266,B09CTRPSJR,view,,2024-05-02
248,B08VGDBF3B,view,,2024-05-28
616,B0BMGG6NKT,add_to_cart,,2024-03-18
1173,B09RFB2SJQ,view,,2024-02-24
772,B075JJ5NQC,click,,2024-05-19
2654,B08D6RCM3Q,view,,2024-06-17
3309,B09NBZ36F7,view,,2024-01-03
421,B08RDWBYCQ,view,,2024-05-30
4415,B09ZK6THRR,click,,2024-04-07
4911,B01J0XWYKQ,click,,2024-01-02
5000,B07Z1X6VFC,view,,2024-05-15
930,B09R83SFYV,add_to_cart,,2024-01-06
815,B09NL4DJ2Z,purchase,3.3,2024-03-04
510,B07N8RQ6W7,view,,2024-04-14
4856,B08V9C4B1J,purchase,4.3,2024-02-18
4920,B08CKW1KH9,add_to_cart,,2024-04-13
2391,B0978V2CP6,add_to_cart,,2024-06-06
74,B0BMXMLSMM,view,,2024-06-28
1154,B09P1MFKG1,view,,2024-02-12
4662,B01MUAUOCX,click,,2024-02-27
512,B08K9PX15C,add_to_cart,,2024-05-28
1316,B099Z83VRC,click,,2024-03-17
4652,B075ZTJ9XR,view,,2024-02-24
719,B0B1MDZV9C,view,,2024-05-29
3249,B00NNQMYNE,view,,2024-06-16
2223,B09T3KB6JZ,view,,2024-05-12
3564,B09C635BMM,click,,2024-05-30
870,B08VB2CMR3,click,,2024-04-06
1972,B07B275VN9,add_to_cart,,2024-02-21
4115,B095RTJH1M,view,,2024-04-10
285,B0974H97TJ,add_to_cart,,2024-06-10
3308,B09V2Q4QVQ,view,,2024-06-05
424,B08VB34KJ1,purchase,4.5,2024-06-27
4413,B09VGS66FV,view,,2024-01-26
1818,B0B5YBGCKD,click,,2024-06-10
3264,B09DSQXCM8,view,,2024-03-29
4009,B09PLFJ7ZW,view,,2024-05-29
2375,B06XGWRKYT,view,,2024-06-02
1363,B07Q4QV1DL,view,,2024-05-20
1592,B09P22HXH6,view,,2024-05-30
1856,B08JW1GVS7,add_to_cart,,2024-02-21
3532,B079S811J3,click,,2024-04-27
1480,B09V12K8NT,view,,2024-06-14
3922,B01LYLJ99X,view,,2024-03-21
3164,B0B6BLTGTT,add_to_cart,,2024-04-01
3932,B0BLV1GNLN,view,,2024-04-27
2309,B07RD611Z8,view,,2024-05-11
180,B00NH11PEY,click,,2024-03-11
378,B09B9SPC7F,click,,2024-06-24
832,B08D77XZX5,purchase,3.5,2024-06-22
1438,B0989W6J2F,view,,2024-02-08
3443,B09FZ89DK6,click,,2024-06-02
946,B083GKDRKR,view,,2024-03-28
1299,B0BPJBTB3F,click,,2024-01-25
1699,B0BDRVFDKP,click,,2024-02-10
2159,B081RLM75M,purchase,3.7,2024-03-17
1679,B08CF4SCNP,view,,2024-06-14
4440,B0162LYSFS,click,,2024-01-10
3297,B0949SBKMP,add_to_cart,,2024-03-29
4416,B006LW0WDQ,view,,2024-05-09
2052,B0B3N7LR6K,view,,2024-06-16
961,B08JQN8DGZ,purchase,4.6,2024-06-07
514,B08KDBLMQP,add_to_cart,,2024-06-11
1175,B0B21XL94T,purchase,4.1,2024-06-29
3971,B08LPJZSSW,purchase,4.3,2024-05-22
286,B0B4KPCBSH,view,,2024-02-10
1365,B09F3PDDRF,view,,2024-02-09
875,B0B4F2ZWL3,purchase,3.5,2024-06-14
4005,B07L9FW9GF,click,,2024-01-23
456,B08K4PSZ3V,click,,2024-01-09
974,B00HVXS7WC,view,,2024-03-09
3030,B008FWZGSG,view,,2024-02-15
2757,B0BLV1GNLN,view,,2024-05-12
2277,B097R25DP7,view,,2024-01-08
1533,B0B2C5MJN6,view,,2024-05-19
1834,B0BQRJ3C47,view,,2024-05-27
2797,B09GFPN6TP,purchase,3.7,2024-06-03
1591,B094DQWV9B,click,,2024-01-15
4757,B0B217Z5VK,view,,2024-03-11
510,B083P71WKK,view,,2024-06-24
882,B09LV13JFB,click,,2024-04-25
4502,B0B9JZW1SQ,purchase,3.1,2024-03-23
2391,B07WDK3ZS6,view,,2024-02-14
179,B07KNM95JK,purchase,4.3,2024-03-17
2660,B08GM5S4CQ,view,,2024-04-18
1614,B00YQLG7GK,add_to_cart,,2024-03-15
1980,B08M66K48D,view,,2024-04-18
4563,B097R3XH9R,view,,2024-05-13
3019,B07SLNG3LW,view,,2024-03-04
1098,B013B2WGT6,view,,2024-01-26
1597,B014I8SSD0,view,,2024-06-04
1346,B08JV91JTK,view,,2024-02-26
4640,B01I1LDZGA,view,,2024-03-27
264,B00NFD0ETQ,add_to_cart,,2024-04-02
1939,B00V9NHDI4,view,,2024-05-01
2436,B0977CGNJJ,click,,2024-04-21
3402,B085HY1DGR,click,,2024-02-24
1518,B08CS3BT4L,view,,2024-03-27
456,B098NS6PVG,view,,2024-01-01
4311,B07KCMR8D6,add_to_cart,,2024-01-20
1209,B09T3KB6JZ,click,,2024-03-23
4431,B0856HY85J,view,,2024-03-28
1409,B09F9YQQ7B,view,,2024-06-13
1509,B08MTCKDYN,view,,2024-03-23
4607,B08K9PX15C,click,,2024-03-02
2797,B095RTJH1M,purchase,5.0,2024-05-27
4344,B08RDWBYCQ,purchase,4.2,2024-03-27
2702,B09NVPSCQT,view,,2024-05-15
3653,B0B54Y2SNX,view,,2024-03-24
1133,B08MXJYB2V,click,,2024-06-24
4470,B0993BB11X,view,,2024-03-11
3922,B09X7DY7Q4,view,,2024-01-18
2545,B09YL9SN9B,view,,2024-02-26
1949,B0883LQJ6B,view,,2024-05-25
3932,B0BQ3K23Y1,view,,2024-06-21
2072,B07WJWRNVK,click,,2024-04-27
1016,B09P858DK8,click,,2024-06-06
2664,B0BQRJ3C47,click,,2024-05-19
52,B09YDFDVNS,view,,2024-06-07
3458,B01LYU3BZF,view,,2024-01-17
3591,B07N2MGB3G,click,,2024-01-28
4048,B07Q4QV1DL,click,,2024-05-19
3334,B00NH11KIK,click,,2024-06-03
3232,B0BCKWZ884,view,,2024-03-24
4277,B0819ZZK5K,click,,2024-03-18
4951,B00J5DYCCA,click,,2024-05-06
3056,B01J8S6X2I,view,,2024-03-05
237,B09XHXXCFH,click,,2024-02-10
3248,B08H673XKN,view,,2024-04-11
299,B09NNZ1GF7,view,,2024-05-12
2562,B07F1P8KNV,add_to_cart,,2024-02-16
2878,B097JVLW3L,view,,2024-02-06
4768,B07LG59NPV,add_to_cart,,2024-01-08
727,B09F6S8BT6,click,,2024-04-02
4647,B09X5C9VLK,click,,2024-06-04
4605,B08CDKQ8T6,purchase,4.5,2024-05-02
364,B07DJLFMPS,add_to_cart,,2024-01-12
2873,B09C6FML9B,purchase,3.9,2024-04-03
3389,B00ZYLMQH0,view,,2024-01-13
1885,B09LD3116F,purchase,4.0,2024-01-31
4088,B08L5FM4JC,add_to_cart,,2024-01-20
2054,B09RWZRCP1,view,,2024-01-08
3207,B09CTWFV5W,click,,2024-01-13
614,B07WKB69RS,view,,2024-02-17
4226,B07JGDB5M1,view,,2024-05-27
1566,B00KXULGJQ,click,,2024-02-03
2301,B09X5C9VLK,click,,2024-06-28
1683,B0B6BLTGTT,purchase,3.9,2024-04-11
586,B008QTK47Q,view,,2024-04-21
86,B08WD18LJZ,add_to_cart,,2024-03-02
4066,B0B53NXFFR,click,,2024-02-13
842,B00HVXS7WC,add_to_cart,,2024-02-22
4423,B09RWZRCP1,view,,2024-02-26
998,B0B2931FCV,click,,2024-05-23
769,B0BHYJ8CVF,view,,2024-01-02
2277,B00LY12TH6,purchase,4.9,2024-06-22
3532,B084MZYBTV,view,,2024-06-19
1380,B07SLNG3LW,view,,2024-06-10
1431,B0949SBKMP,add_to_cart,,2024-01-08
2792,B09L8DT7D6,click,,2024-05-15
1398,B0BF57RN3K,view,,2024-03-21
3406,B09RFC46VP,add_to_cart,,2024-02-07
4463,B09X7DY7Q4,view,,2024-05-18
3022,B09KGV7WSV,view,,2024-01-19
3736,B07WHS7MZ1,view,,2024-03-10
3890,B0073QGKAS,view,,2024-02-15
868,B09T3H12GV,view,,2024-01-18
4311,B07222HQKP,add_to_cart,,2024-03-07
3790,B0B4F2ZWL3,click,,2024-01-07
1907,B09PLD9TCD,view,,2024-01-28
644,B01GGKYKQM,add_to_cart,,2024-04-28
2137,B0085IATT6,click,,2024-03-15
466,B08TR61BVK,add_to_cart,,2024-03-24
3227,B08B6XWQ1C,view,,2024-02-17
691,B0B97D658R,view,,2024-03-16
3912,B00C3GBCIS,purchase,4.1,2024-04-12
867,B09MB3DKG1,view,,2024-03-15
1982,B09PNR6F8Q,view,,2024-02-02
2934,B0B1YZX72F,add_to_cart,,2024-05-08
2294,B09YDFKJF8,view,,2024-06-13
678,B08P9RYPLR,add_to_cart,,2024-05-11
551,B0759QMF85,view,,2024-05-23
1645,B08CHZ3ZQ7,view,,2024-01-28
30,B08HQL67D6,click,,2024-04-29
4344,B09NL7LBWT,click,,2024-03-09
729,B01F7B2JCI,add_to_cart,,2024-06-28
4950,B0B935YNR7,view,,2024-03-01
432,B07M69276N,view,,2024-02-11
3724,B07WGPKMP5,view,,2024-03-30
384,B09GFLXVH9,click,,2024-04-20
4121,B08CT62BM1,view,,2024-04-14
4552,B09W5XR9RT,click,,2024-04-26
2082,B09M8888DM,view,,2024-03-06
4659,B00OFM6PEO,view,,2024-04-25
2033,B07VQGVL68,click,,2024-04-04
3219,B09ZPM4C2C,view,,2024-06-15
1039,B088ZTJT2R,click,,2024-04-04
785,B09W5XR9RT,view,,2024-06-02
4444,B01GGKYKQM,click,,2024-06-18
4308,B09NVPJ3P4,add_to_cart,,2024-05-03
345,B07ZJND9B9,view,,2024-05-06
1971,B0972BQ2RS,click,,2024-01-22
2920,B0B6BLTGTT,view,,2024-01-27
1680,B07JW9H4J1,click,,2024-04-30
3313,B08MC57J31,click,,2024-03-30
3776,B08RX8G496,view,,2024-06-09
357,B099PR2GQJ,view,,2024-01-08
3547,B099K9ZX65,add_to_cart,,2024-04-17
4831,B08RHPDNVV,view,,2024-04-23
1999,B082LZGK39,click,,2024-03-14
1844,B01GGKZ0V6,view,,2024-01-20
761,B0756K5DYZ,purchase,3.9,2024-01-06
1025,B017NC2IPM,view,,2024-04-22
3751,B0B72BSW7K,view,,2024-02-04
4687,B0B4F2TTTS,view,,2024-05-12
4445,B084MZXJN6,click,,2024-05-25
1770,B0B4F3QNDM,click,,2024-06-02
4459,B07WJXCTG9,view,,2024-03-04
1363,B00B7GKXMG,view,,2024-01-13
4299,B08XMSKKMM,add_to_cart,,2024-03-12
2150,B09BL2KHQW,click,,2024-02-24
181,B077Z65HSD,add_to_cart,,2024-05-25
2229,B0BFWGBX61,add_to_cart,,2024-02-03
669,B07P681N66,click,,2024-04-09
1972,B009P2LITG,view,,2024-05-01
739,B008QS9J6Y,purchase,4.3,2024-03-30
2475,B073BRXPZX,click,,2024-03-03
1893,B0B5KZ3C53,view,,2024-06-16
1744,B09LV13JFB,click,,2024-03-28
3551,B00LY17RHI,purchase,4.0,2024-04-09
3157,B0B4F2ZWL3,view,,2024-04-10
4965,B07JF9B592,view,,2024-02-12
3216,B0B8ZM9RVV,click,,2024-06-13
506,B0BMGG6NKT,view,,2024-05-25
1393,B0B217Z5VK,view,,2024-01-02
130,B085194JFL,purchase,4.3,2024-05-17
1685,B00LM4X3XE,add_to_cart,,2024-03-25
3980,B0B997FBZT,view,,2024-03-08
1040,B08WKFSN84,view,,2024-06-14
1009,B08WRWPM22,add_to_cart,,2024-06-26
1476,B07VV37FT4,click,,2024-06-16
1434,B09XB8GFBQ,view,,2024-05-05
1031,B08YDFX7Y1,click,,2024-01-30
653,B09N3ZNHTY,purchase,4.0,2024-05-12
3985,B00UGZWM2I,click,,2024-02-29
1852,B0B8VQ7KDS,view,,2024-02-16
255,B0756CLQWL,view,,2024-03-25
1894,B09Q5SWVBJ,add_to_cart,,2024-03-21
2305,B01GGKYKQM,click,,2024-05-16
3373,B00LVMTA2A,click,,2024-04-16
341,B08NW8GHCJ,view,,2024-05-17
4263,B09LMMFW3S,view,,2024-03-14
3356,B08YD264ZS,view,,2024-06-07
4543,B09PL79D2X,view,,2024-02-20
4331,B08WRWPM22,add_to_cart,,2024-06-21
4004,B0B2CPVXHX,click,,2024-06-10
107,B07T4D9FNY,view,,2024-06-10
641,B00935MD1C,add_to_cart,,2024-01-06
612,B0B4F3QNDM,click,,2024-02-21
2371,B07RX42D3D,click,,2024-05-02
656,B0B4F2ZWL3,view,,2024-03-02
4627,B09NFSHCWN,click,,2024-06-01
1739,B07H8W9PB6,view,,2024-03-31
1914,B09SZ5TWHW,view,,2024-04-21
2501,B07DL1KC3H,view,,2024-06-29
3515,B077Z65HSD,add_to_cart,,2024-01-31
1598,B09NTHQRW3,click,,2024-05-03
3310,B00EDJJ7FS,view,,2024-01-30
2647,B08WKFSN84,click,,2024-01-14
919,B0B3XXSB1K,add_to_cart,,2024-06-27
3384,B0B5GF6DQD,add_to_cart,,2024-02-27
1024,B09FFK1PQG,click,,2024-05-16
2037,B0873L7J6X,view,,2024-01-21
10,B0BD3T6Z1D,purchase,4.0,2024-01-13
3238,B095RTJH1M,click,,2024-05-30
2575,B08XXVXP3J,purchase,4.1,2024-03-10
4998,B0B4T8RSJ1,view,,2024-06-22
557,B09P182Z2H,click,,2024-01-11
509,B09Q8WQ5QJ,click,,2024-03-03
1061,B085LPT5F4,view,,2024-01-27
1223,B09BW334ML,click,,2024-04-28
1388,B08461VC1Z,click,,2024-01-04
1953,B07KY3FNQP,purchase,3.6,2024-01-27
4155,B0BMM7R92G,view,,2024-02-13
2979,B0BBN4DZBD,view,,2024-04-02
1981,B07WDK3ZS2,view,,2024-03-27
4199,B07GLNJC25,view,,2024-01-07
1469,B0B56YRBNT,click,,2024-01-09
2523,B09Q3M3WLJ,add_to_cart,,2024-03-03
3623,B09YV463SW,view,,2024-04-19
404,B08CHKQ8D4,view,,2024-03-24
1010,B00LVMTA2A,view,,2024-04-18
2193,B09ZPM4C2C,view,,2024-05-22
2231,B07K2HVKLL,click,,2024-02-26
3954,B015GX9Y0W,add_to_cart,,2024-01-10
4759,B098NS6PVG,view,,2024-05-25
2279,B0873L7J6X,view,,2024-04-23
4809,B08D11DZ2W,add_to_cart,,2024-03-09
4282,B07WJWRNVK,click,,2024-02-23
2441,B08Y5KXR6Z,purchase,4.4,2024-04-05
3989,B09NHVCHS9,view,,2024-02-05
4838,B00BN5SNF0,view,,2024-03-09
4012,B09KRHXTLN,view,,2024-05-05
850,B08BG4M4N7,view,,2024-06-06
4598,B0B61HYR92,add_to_cart,,2024-02-15
850,B0B4KPCBSH,view,,2024-03-02
4754,B09GFLXVH9,view,,2024-02-10
4011,B08Y57TPDM,view,,2024-02-20
2105,B0B21XL94T,add_to_cart,,2024-04-04
1168,B0BMM7R92G,view,,2024-04-04
1258,B081RLM75M,view,,2024-03-11
4126,B08VB57558,view,,2024-03-02
2842,B07GQD4K6L,add_to_cart,,2024-04-17
1170,B08H6B3G96,add_to_cart,,2024-06-21
708,B0BCVJ3PVP,purchase,4.4,2024-02-13
2361,B0BCKWZ884,click,,2024-03-25
2043,B0B5B6PQCT,view,,2024-03-12
269,B094JNXNPV,view,,2024-06-03
2108,B08RDWBYCQ,view,,2024-01-08
1721,B08R69WBN7,view,,2024-04-14
2255,B0B61GCHC1,add_to_cart,,2024-02-01
3148,B09XBJ1CTN,view,,2024-06-01
1354,B09P182Z2H,view,,2024-06-11
3180,B088WCFPQF,view,,2024-06-23
85,B08CT62BM1,view,,2024-06-03
1473,B08CKW1KH9,view,,2024-05-27
4773,B09YV4RG4D,add_to_cart,,2024-04-07
1648,B07966M8XH,add_to_cart,,2024-04-17
4008,B01GGKZ0V6,click,,2024-02-15
1828,B08Y5KXR6Z,add_to_cart,,2024-02-16
2737,B07LGT55SJ,view,,2024-05-09
1745,B083342NKJ,view,,2024-04-23
2311,B07JZSG42Y,view,,2024-01-19
4661,B07KCMR8D6,click,,2024-01-12
3335,B0B5GF6DQD,click,,2024-04-30
2478,B01M6453MB,add_to_cart,,2024-01-11
4985,B01EZ0X3L8,add_to_cart,,2024-01-22
3469,B09XJ5LD6L,click,,2024-04-24
1859,B09YV42QHZ,purchase,4.2,2024-05-29
1721,B0123P3PWE,view,,2024-02-02
3367,B07SLMR1K6,view,,2024-05-21
773,B08CF3B7N1,click,,2024-04-03
3811,B09NHVCHS9,click,,2024-01-02
295,B09NNGHG22,view,,2024-05-23
131,B09F3PDDRF,view,,2024-03-27
3284,B09YDFKJF8,view,,2024-05-18
789,B07Z3K96FR,purchase,3.5,2024-06-23
4063,B09NKZXMWJ,purchase,3.7,2024-01-13
914,B0BR4F878Q,purchase,4.8,2024-06-27
3965,B0BBWJFK5C,add_to_cart,,2024-03-20
4406,B08SMJT55F,view,,2024-04-09
3149,B0B1YZX72F,view,,2024-04-23
1554,B07WNK1FFN,view,,2024-04-29
3216,B078V8R9BS,view,,2024-06-22
4288,B0994GFWBH,view,,2024-06-22
1233,B008QTK47Q,add_to_cart,,2024-03-27
4827,B015OW3M1W,click,,2024-01-26
1095,B09MB3DKG1,view,,2024-03-22
1787,B096YCN3SD,view,,2024-05-21
2371,B0B6F8HHR6,click,,2024-05-30
977,B0BBFJ9M3X,add_to_cart,,2024-05-31
1224,B07LDN9Q2P,purchase,4.5,2024-01-15
3095,B01D5H8ZI8,click,,2024-02-08
1640,B015ZXUDD0,click,,2024-01-25
1811,B092BJMT8Q,click,,2024-04-14
701,B09BVCVTBC,purchase,4.5,2024-05-23
1591,B0974G5Q2Y,view,,2024-01-20
748,B0BC8BQ432,add_to_cart,,2024-04-15
4333,B0B3N7LR6K,purchase,4.0,2024-06-05
4303,B07W4HTS8Q,purchase,4.0,2024-01-07
4631,B07MDRGHWQ,click,,2024-03-30
626,B09L8DSSFH,click,,2024-03-17
184,B09NY6TRXG,purchase,4.0,2024-06-05
1376,B08RZ5K9YH,purchase,4.1,2024-04-25
1381,B01NCVJMKX,purchase,4.0,2024-03-04
2341,B0B3RSDSZ3,click,,2024-01-09
76,B0B25LQQPC,view,,2024-02-01
4674,B0819HZPXL,purchase,3.8,2024-04-07
2475,B08MVSGXMY,view,,2024-02-19
1864,B079Y6JZC8,click,,2024-03-17
1526,B0B3X2BY3M,view,,2024-01-15
4508,B01L7C4IU2,view,,2024-03-11
1939,B094DQWV9B,view,,2024-05-03
567,B09NS5TKPN,view,,2024-05-27
4468,B09RMQYHLH,view,,2024-03-05
3848,B07WG8PDCW,add_to_cart,,2024-03-27
1943,B07YNHCW6N,click,,2024-02-02
2471,B07P681N66,add_to_cart,,2024-04-30
496,B09F9YQQ7B,click,,2024-01-26
1897,B07Z3K96FR,click,,2024-02-25
1114,B08WJ86PV2,add_to_cart,,2024-01-19
1086,B09SJ1FTYV,view,,2024-01-12
3734,B08TM71L54,view,,2024-04-02
3799,B09F6KL23R,add_to_cart,,2024-01-18
1468,B008QS9J6Y,view,,2024-03-25
4166,B096MSW6CT,view,,2024-05-26
4164,B08FY4FG5X,view,,2024-06-23
4896,B00W56GLOQ,click,,2024-03-23
1396,B08L5HMJVW,view,,2024-05-14
3609,B0856HNMR7,view,,2024-04-20
1047,B07X963JNS,purchase,3.7,2024-04-29
4724,B017PDR9N0,click,,2024-01-12
2766,B005LJQMCK,purchase,3.9,2024-02-18
953,B0BP89YBC1,click,,2024-04-19
1257,B078HRR1XV,click,,2024-06-24
3343,B09FKDH6FS,view,,2024-01-01
2808,B00LZPQVMK,view,,2024-03-20
2227,B0814ZY6FP,view,,2024-03-15
3597,B09X76VL5L,view,,2024-03-25
1482,B08HQL67D6,add_to_cart,,2024-06-15
3167,B09MJ77786,view,,2024-04-09
161,B08Y57TPDM,click,,2024-05-12
7,B07QZ3CZ48,add_to_cart,,2024-06-13
2634,B01M4GGIVU,purchase,4.3,2024-02-23
1602,B084DTMYWK,purchase,4.2,2024-03-08
4960,B08SJVD8QD,view,,2024-01-31
2500,B09XB7SRQ5,purchase,4.1,2024-01-24
4101,B084N18QZY,click,,2024-05-25
3610,B09MT84WV5,purchase,4.1,2024-01-18
2211,B07GVGTSLN,view,,2024-04-02
3703,B01J1CFO5I,view,,2024-06-11
827,B08BG4M4N7,view,,2024-02-29
397,B07X2L5Z8C,view,,2024-02-12
4836,B0BN2576GQ,click,,2024-05-15
350,B01MQ2A86A,view,,2024-05-11
1064,B00VA7YYUO,purchase,4.3,2024-03-25
199,B0B8VQ7KDS,purchase,4.6,2024-06-06
748,B0B65P827P,add_to_cart,,2024-06-22
3013,B0BNXFDTZ2,click,,2024-03-08
3098,B01LWYDEQ7,view,,2024-02-12
1217,B0B4DT8MKT,add_to_cart,,2024-02-16
4353,B00NH12R1O,click,,2024-01-21
3112,B08QSDKFGQ,view,,2024-01-05
32,B09VC2D2WG,view,,2024-03-01
2350,B07JB2Y4SR,view,,2024-03-26
2002,B0BMGB2TPR,view,,2024-04-20
3540,B081FJWN52,view,,2024-01-15
2081,B07X2L5Z8C,add_to_cart,,2024-04-12
4249,B00KRCBA6E,view,,2024-01-09
3736,B01DF26V7A,click,,2024-03-31
361,B08B6XWQ1C,click,,2024-02-13
1961,B08PSQRW2T,add_to_cart,,2024-05-24
3055,B097RN7BBK,click,,2024-06-14
